date,demographic,product,sales_amount,profit_margin,comment,cluster,cluster_text_aug
2021-05-23,Middle-aged,DR Pepper Classic,3.76,0.198,Not satisfied with carbonation.,1,1
2018-10-26,Teens,Diet DR Pepper,2.58,0.17,Perfect for parties.,3,2
2018-03-02,Teens,DR Pepper Zero Sugar,2.75,0.129,Prefer sugar-free.,2,3
2024-08-28,Young adults,DR Pepper Zero Sugar,3.32,0.107,Bought for family gathering.,0,0
2023-02-04,Middle-aged,Diet DR Pepper,2.12,0.19,Packaging was damaged.,3,1
2022-07-21,Young adults,DR Pepper Classic,3.66,0.231,Prefer sugar-free.,1,1
2023-04-29,Teens,DR Pepper Zero Sugar,3.13,0.174,Enjoyed with lunch.,0,3
2022-12-30,Middle-aged,DR Pepper Classic,4.86,0.153,Packaging was damaged.,1,1
2020-01-26,Young adults,Cherry DR Pepper,3.92,0.2,Bought for family gathering.,1,1
2019-07-30,Middle-aged,DR Pepper Classic,3.45,0.206,"Loved the taste, will buy again.",1,1
2024-02-03,Middle-aged,Cherry DR Pepper,4.28,0.189,Too sweet for me.,1,1
2018-04-03,Young adults,Cherry DR Pepper,3.53,0.148,Enjoyed with lunch.,1,1
2022-03-12,Teens,DR Pepper Classic,3.52,0.126,Okay but not my favorite.,2,2
2022-03-31,Middle-aged,Cherry DR Pepper,3.74,0.183,Prefer sugar-free.,1,1
2024-05-12,Young adults,DR Pepper Classic,3.8,0.235,Prefer sugar-free.,1,1
2019-06-18,Middle-aged,DR Pepper Zero Sugar,2.54,0.219,Perfect for parties.,0,3
2022-12-07,Teens,DR Pepper Classic,3.92,0.129,Prefer sugar-free.,2,2
2023-06-15,Young adults,DR Pepper Classic,3.24,0.164,Enjoyed with lunch.,1,1
2024-02-09,Young adults,Diet DR Pepper,4.23,0.179,Too sweet for me.,3,1
2020-05-13,Middle-aged,Diet DR Pepper,2.44,0.187,Prefer sugar-free.,3,1
2019-02-16,Middle-aged,DR Pepper Classic,3.12,0.2,Enjoyed with lunch.,1,1
2022-07-31,Young adults,DR Pepper Zero Sugar,1.99,0.176,"Loved the taste, will buy again.",0,0
2020-11-20,Young adults,DR Pepper Classic,4.98,0.183,Great value for money.,1,1
2024-03-12,Young adults,DR Pepper Classic,2.89,0.12,Prefer sugar-free.,1,1
2024-07-27,Middle-aged,DR Pepper Zero Sugar,3.38,0.224,Bought for family gathering.,0,3
2023-02-09,Teens,DR Pepper Classic,3.86,0.133,Not satisfied with carbonation.,2,2
2022-10-29,Middle-aged,DR Pepper Zero Sugar,2.55,0.227,Too sweet for me.,0,3
2021-04-23,Seniors,DR Pepper Zero Sugar,3.39,0.236,Prefer sugar-free.,0,3
2020-07-15,Seniors,DR Pepper Zero Sugar,2.47,0.126,Packaging was damaged.,0,3
2022-05-30,Middle-aged,DR Pepper Classic,3.09,0.203,Packaging was damaged.,1,1
2018-08-20,Young adults,Cherry DR Pepper,2.92,0.167,"Loved the taste, will buy again.",1,1
2021-01-02,Young adults,DR Pepper Classic,3.83,0.192,Too sweet for me.,1,1
2018-09-10,Teens,DR Pepper Classic,2.52,0.087,Not satisfied with carbonation.,2,2
2019-03-10,Teens,DR Pepper Classic,3.7,0.139,Perfect for parties.,2,2
2023-05-11,Teens,DR Pepper Zero Sugar,2.94,0.125,Not satisfied with carbonation.,2,3
2021-05-07,Middle-aged,DR Pepper Classic,4.37,0.249,Enjoyed with lunch.,1,1
2018-03-25,Young adults,DR Pepper Classic,3.52,0.236,Not satisfied with carbonation.,1,1
2019-12-13,Seniors,DR Pepper Classic,3.92,0.161,Okay but not my favorite.,1,1
2022-08-08,Young adults,DR Pepper Classic,3.76,0.146,Great value for money.,1,1
2018-08-05,Middle-aged,Diet DR Pepper,3.15,0.175,"Loved the taste, will buy again.",3,1
2021-06-14,Young adults,DR Pepper Zero Sugar,3.56,0.181,Prefer sugar-free.,0,0
2024-04-24,Middle-aged,DR Pepper Zero Sugar,3.19,0.158,Okay but not my favorite.,0,3
2024-03-26,Seniors,Diet DR Pepper,3.65,0.186,Great value for money.,3,1
2018-10-25,Young adults,DR Pepper Classic,3.04,0.174,Prefer sugar-free.,1,1
2019-05-20,Teens,Diet DR Pepper,3.46,0.161,Perfect for parties.,3,2
2019-10-13,Teens,DR Pepper Zero Sugar,3.4,0.162,Bought for family gathering.,2,3
2022-10-14,Middle-aged,Cherry DR Pepper,3.16,0.241,Perfect for parties.,1,1
2022-07-21,Young adults,DR Pepper Classic,3.46,0.199,Okay but not my favorite.,1,1
2022-11-20,Middle-aged,DR Pepper Classic,2.63,0.209,Not satisfied with carbonation.,1,1
2024-10-23,Middle-aged,DR Pepper Classic,2.71,0.207,Not satisfied with carbonation.,1,1
2022-05-28,Middle-aged,DR Pepper Zero Sugar,2.97,0.141,Packaging was damaged.,0,3
2024-01-30,Middle-aged,DR Pepper Classic,4.4,0.205,Not satisfied with carbonation.,1,1
2020-07-29,Middle-aged,Cherry DR Pepper,4.64,0.218,Prefer sugar-free.,1,1
2018-06-11,Middle-aged,DR Pepper Classic,3.35,0.196,Enjoyed with lunch.,1,1
2023-08-04,Teens,DR Pepper Classic,3.02,0.2,Not satisfied with carbonation.,2,2
2019-08-30,Young adults,DR Pepper Classic,3.96,0.135,Bought for family gathering.,1,1
2020-05-07,Young adults,Cherry DR Pepper,2.7,0.158,Great value for money.,1,1
2023-03-28,Seniors,Diet DR Pepper,3.0,0.151,Prefer sugar-free.,3,1
2022-11-07,Middle-aged,Diet DR Pepper,2.83,0.2,Enjoyed with lunch.,3,1
2018-01-20,Young adults,DR Pepper Classic,3.46,0.161,Bought for family gathering.,1,1
2019-02-06,Young adults,DR Pepper Classic,4.19,0.143,Enjoyed with lunch.,1,1
2019-12-13,Teens,DR Pepper Zero Sugar,1.71,0.139,Prefer sugar-free.,0,3
2022-01-07,Young adults,DR Pepper Zero Sugar,3.16,0.21,Enjoyed with lunch.,0,0
2022-09-15,Teens,DR Pepper Classic,3.67,0.173,Prefer sugar-free.,2,2
2024-06-13,Teens,Cherry DR Pepper,3.67,0.129,Enjoyed with lunch.,2,2
2022-04-10,Young adults,DR Pepper Classic,3.65,0.169,Perfect for parties.,1,1
2022-02-22,Middle-aged,DR Pepper Zero Sugar,3.26,0.177,Bought for family gathering.,0,3
2021-09-30,Middle-aged,DR Pepper Classic,3.58,0.162,"Loved the taste, will buy again.",1,1
2021-09-11,Middle-aged,DR Pepper Zero Sugar,1.98,0.213,Perfect for parties.,0,3
2023-05-09,Young adults,DR Pepper Classic,3.06,0.142,Too sweet for me.,1,1
2024-02-09,Teens,Diet DR Pepper,4.0,0.17,Great value for money.,3,2
2020-05-17,Young adults,DR Pepper Classic,2.92,0.235,Prefer sugar-free.,1,1
2022-11-27,Young adults,Diet DR Pepper,3.24,0.191,Prefer sugar-free.,3,1
2018-01-24,Young adults,DR Pepper Classic,3.14,0.199,Not satisfied with carbonation.,1,1
2024-04-02,Young adults,Cherry DR Pepper,4.0,0.198,Perfect for parties.,1,1
2022-12-06,Teens,Cherry DR Pepper,3.6,0.135,Okay but not my favorite.,2,2
2024-12-25,Young adults,Cherry DR Pepper,4.03,0.191,Packaging was damaged.,1,1
2018-09-12,Young adults,DR Pepper Zero Sugar,3.19,0.189,Perfect for parties.,0,0
2019-01-12,Young adults,DR Pepper Zero Sugar,2.81,0.161,Not satisfied with carbonation.,0,0
2021-02-06,Middle-aged,DR Pepper Zero Sugar,1.89,0.125,Bought for family gathering.,0,3
2023-01-17,Teens,Diet DR Pepper,2.77,0.119,Too sweet for me.,3,2
2021-09-03,Teens,DR Pepper Classic,2.9,0.122,Prefer sugar-free.,2,2
2019-02-26,Young adults,DR Pepper Classic,2.89,0.195,"Loved the taste, will buy again.",1,1
2018-05-11,Teens,DR Pepper Zero Sugar,3.25,0.106,Too sweet for me.,2,3
2020-08-01,Young adults,DR Pepper Classic,4.51,0.236,Too sweet for me.,1,1
2021-12-19,Teens,DR Pepper Zero Sugar,1.77,0.199,"Loved the taste, will buy again.",0,3
2018-08-07,Young adults,DR Pepper Classic,2.75,0.212,Too sweet for me.,1,1
2022-05-28,Middle-aged,DR Pepper Classic,3.62,0.185,Enjoyed with lunch.,1,1
2018-07-16,Young adults,Cherry DR Pepper,3.57,0.118,Bought for family gathering.,1,1
2023-02-28,Teens,DR Pepper Classic,3.73,0.175,Bought for family gathering.,2,2
2019-09-10,Young adults,DR Pepper Classic,3.48,0.158,Enjoyed with lunch.,1,1
2022-06-24,Middle-aged,DR Pepper Classic,4.16,0.224,Bought for family gathering.,1,1
2020-04-23,Young adults,DR Pepper Classic,3.79,0.198,Bought for family gathering.,1,1
2021-01-06,Young adults,Diet DR Pepper,3.64,0.167,Not satisfied with carbonation.,3,1
2022-08-06,Young adults,DR Pepper Zero Sugar,3.51,0.143,Bought for family gathering.,0,0
2021-10-26,Teens,Cherry DR Pepper,3.1,0.156,Bought for family gathering.,2,2
2021-01-23,Middle-aged,DR Pepper Zero Sugar,3.29,0.153,Too sweet for me.,0,3
2024-09-02,Middle-aged,Diet DR Pepper,3.52,0.208,"Loved the taste, will buy again.",3,1
2023-01-10,Middle-aged,DR Pepper Zero Sugar,2.83,0.214,Too sweet for me.,0,3
2018-02-16,Young adults,DR Pepper Classic,3.33,0.16,Bought for family gathering.,1,1
2021-03-27,Middle-aged,DR Pepper Classic,3.34,0.155,Prefer sugar-free.,1,1
2020-01-21,Seniors,DR Pepper Zero Sugar,2.56,0.219,Prefer sugar-free.,0,3
2024-05-07,Young adults,DR Pepper Classic,2.81,0.164,Packaging was damaged.,1,1
2024-10-05,Young adults,DR Pepper Classic,4.57,0.174,Enjoyed with lunch.,1,1
2020-11-17,Middle-aged,DR Pepper Classic,4.04,0.233,Not satisfied with carbonation.,1,1
2021-04-15,Middle-aged,DR Pepper Classic,3.51,0.183,"Loved the taste, will buy again.",1,1
2023-11-05,Young adults,DR Pepper Zero Sugar,2.27,0.157,Great value for money.,0,0
2019-11-18,Seniors,Diet DR Pepper,3.47,0.23,Prefer sugar-free.,3,1
2022-05-30,Teens,DR Pepper Classic,3.32,0.128,Too sweet for me.,2,2
2020-01-28,Young adults,DR Pepper Classic,3.42,0.217,Too sweet for me.,1,1
2018-02-23,Teens,DR Pepper Zero Sugar,4.12,0.155,"Loved the taste, will buy again.",2,3
2023-11-01,Teens,DR Pepper Classic,4.45,0.154,Okay but not my favorite.,2,2
2024-08-29,Teens,DR Pepper Zero Sugar,1.82,0.135,Great value for money.,0,3
2023-04-20,Young adults,DR Pepper Zero Sugar,3.18,0.174,Perfect for parties.,0,0
2024-03-20,Young adults,DR Pepper Classic,3.58,0.234,Bought for family gathering.,1,1
2023-03-04,Teens,DR Pepper Zero Sugar,3.18,0.176,Great value for money.,0,3
2024-05-22,Middle-aged,DR Pepper Classic,3.22,0.159,Enjoyed with lunch.,1,1
2023-07-15,Young adults,DR Pepper Classic,3.5,0.15,Prefer sugar-free.,1,1
2022-05-23,Young adults,DR Pepper Classic,2.95,0.191,Bought for family gathering.,1,1
2019-03-20,Teens,DR Pepper Zero Sugar,3.52,0.169,Too sweet for me.,2,3
2023-11-07,Teens,DR Pepper Classic,4.0,0.173,Not satisfied with carbonation.,2,2
2022-04-02,Middle-aged,DR Pepper Classic,4.32,0.198,"Loved the taste, will buy again.",1,1
2021-03-27,Middle-aged,DR Pepper Classic,3.11,0.175,Packaging was damaged.,1,1
2018-09-26,Middle-aged,DR Pepper Classic,3.63,0.176,Perfect for parties.,1,1
2020-06-26,Teens,DR Pepper Classic,4.52,0.081,"Loved the taste, will buy again.",2,2
2020-11-21,Seniors,DR Pepper Classic,3.16,0.219,Prefer sugar-free.,1,1
2023-11-05,Young adults,DR Pepper Classic,3.0,0.101,Packaging was damaged.,1,1
2023-11-11,Middle-aged,DR Pepper Classic,3.65,0.193,Too sweet for me.,1,1
2019-08-18,Teens,Cherry DR Pepper,4.28,0.097,Great value for money.,2,2
2022-03-20,Young adults,DR Pepper Classic,3.17,0.162,Prefer sugar-free.,1,1
2018-06-03,Young adults,DR Pepper Zero Sugar,3.97,0.197,Great value for money.,0,0
2022-06-06,Middle-aged,DR Pepper Classic,3.04,0.131,Perfect for parties.,1,1
2019-02-22,Middle-aged,DR Pepper Classic,3.83,0.211,Bought for family gathering.,1,1
2018-09-10,Young adults,DR Pepper Zero Sugar,2.66,0.206,Bought for family gathering.,0,0
2024-01-16,Young adults,DR Pepper Classic,3.27,0.167,Not satisfied with carbonation.,1,1
2018-11-08,Seniors,DR Pepper Classic,3.91,0.252,Bought for family gathering.,1,1
2022-05-17,Young adults,Cherry DR Pepper,3.6,0.113,Perfect for parties.,1,1
2019-08-04,Teens,Cherry DR Pepper,2.94,0.099,Prefer sugar-free.,2,2
2019-03-11,Young adults,DR Pepper Zero Sugar,2.6,0.171,Great value for money.,0,0
2020-10-02,Young adults,Cherry DR Pepper,4.06,0.172,Okay but not my favorite.,1,1
2018-09-22,Teens,Cherry DR Pepper,3.9,0.153,Okay but not my favorite.,2,2
2020-10-28,Middle-aged,DR Pepper Classic,3.86,0.228,Enjoyed with lunch.,1,1
2020-10-14,Middle-aged,DR Pepper Zero Sugar,2.7,0.162,Too sweet for me.,0,3
2023-11-25,Young adults,DR Pepper Zero Sugar,2.47,0.139,Not satisfied with carbonation.,0,0
2020-01-09,Seniors,DR Pepper Zero Sugar,2.59,0.149,Okay but not my favorite.,0,3
2020-12-28,Middle-aged,Cherry DR Pepper,3.32,0.231,Okay but not my favorite.,1,1
2019-03-16,Middle-aged,DR Pepper Classic,3.48,0.224,Okay but not my favorite.,1,1
2023-01-12,Young adults,DR Pepper Classic,2.91,0.178,Bought for family gathering.,1,1
2020-04-21,Young adults,DR Pepper Zero Sugar,3.53,0.165,Great value for money.,0,0
2020-06-13,Teens,Cherry DR Pepper,3.96,0.145,Prefer sugar-free.,2,2
2019-10-13,Middle-aged,Cherry DR Pepper,3.27,0.211,Great value for money.,1,1
2020-12-27,Seniors,DR Pepper Classic,3.4,0.173,Enjoyed with lunch.,1,1
2023-07-30,Teens,DR Pepper Zero Sugar,2.56,0.108,Too sweet for me.,2,3
2018-05-26,Middle-aged,DR Pepper Classic,3.43,0.156,Great value for money.,1,1
2019-01-19,Young adults,Cherry DR Pepper,3.28,0.172,Great value for money.,1,1
2024-11-20,Young adults,Cherry DR Pepper,4.77,0.202,Prefer sugar-free.,1,1
2020-06-08,Seniors,DR Pepper Zero Sugar,2.2,0.138,Prefer sugar-free.,0,3
2021-11-23,Teens,DR Pepper Zero Sugar,2.37,0.162,Prefer sugar-free.,0,3
2023-06-03,Young adults,Cherry DR Pepper,3.58,0.126,Too sweet for me.,1,1
2022-07-22,Middle-aged,DR Pepper Classic,3.55,0.202,Perfect for parties.,1,1
2018-04-30,Young adults,Cherry DR Pepper,3.75,0.157,Okay but not my favorite.,1,1
2018-02-24,Young adults,DR Pepper Classic,3.96,0.117,Okay but not my favorite.,1,1
2020-12-29,Middle-aged,DR Pepper Classic,3.72,0.184,Perfect for parties.,1,1
2023-03-28,Teens,DR Pepper Classic,3.04,0.112,Great value for money.,2,2
2022-02-26,Young adults,Cherry DR Pepper,4.23,0.172,Okay but not my favorite.,1,1
2018-12-22,Seniors,DR Pepper Classic,3.81,0.182,Great value for money.,1,1
2022-01-31,Young adults,DR Pepper Classic,4.19,0.194,Enjoyed with lunch.,1,1
2021-08-04,Young adults,DR Pepper Zero Sugar,3.03,0.121,Great value for money.,0,0
2020-02-13,Young adults,DR Pepper Classic,4.05,0.197,Okay but not my favorite.,1,1
2020-06-30,Middle-aged,DR Pepper Classic,2.14,0.212,Too sweet for me.,1,1
2020-10-05,Seniors,DR Pepper Zero Sugar,2.76,0.157,Packaging was damaged.,0,3
2022-10-12,Teens,DR Pepper Classic,3.04,0.112,Bought for family gathering.,2,2
2021-06-14,Middle-aged,Cherry DR Pepper,4.05,0.188,"Loved the taste, will buy again.",1,1
2024-03-15,Middle-aged,DR Pepper Zero Sugar,2.63,0.248,Packaging was damaged.,0,3
2019-12-25,Middle-aged,DR Pepper Classic,3.99,0.218,Packaging was damaged.,1,1
2023-07-22,Young adults,DR Pepper Classic,3.89,0.209,Prefer sugar-free.,1,1
2021-07-17,Young adults,DR Pepper Classic,3.2,0.15,"Loved the taste, will buy again.",1,1
2022-08-09,Young adults,DR Pepper Zero Sugar,3.12,0.164,Bought for family gathering.,0,0
2018-09-21,Middle-aged,DR Pepper Zero Sugar,2.89,0.161,Perfect for parties.,0,3
2018-12-10,Seniors,DR Pepper Classic,3.56,0.15,Great value for money.,1,1
2022-02-09,Young adults,DR Pepper Classic,3.87,0.221,Great value for money.,1,1
2019-06-05,Teens,Cherry DR Pepper,3.54,0.137,Not satisfied with carbonation.,2,2
2020-12-01,Teens,DR Pepper Zero Sugar,2.17,0.129,Great value for money.,0,3
2023-01-12,Seniors,DR Pepper Zero Sugar,3.3,0.177,Bought for family gathering.,0,3
2023-03-30,Young adults,DR Pepper Classic,4.04,0.163,"Loved the taste, will buy again.",1,1
2019-03-08,Middle-aged,Cherry DR Pepper,2.85,0.203,Okay but not my favorite.,1,1
2022-12-25,Middle-aged,DR Pepper Classic,3.48,0.183,"Loved the taste, will buy again.",1,1
2024-07-05,Middle-aged,DR Pepper Classic,3.03,0.206,Perfect for parties.,1,1
2018-10-03,Young adults,Diet DR Pepper,3.76,0.169,Bought for family gathering.,3,1
2021-12-16,Young adults,DR Pepper Classic,4.09,0.146,Bought for family gathering.,1,1
2019-12-28,Seniors,DR Pepper Classic,3.1,0.202,Enjoyed with lunch.,1,1
2023-03-19,Young adults,DR Pepper Classic,2.84,0.235,Okay but not my favorite.,1,1
2023-03-31,Teens,DR Pepper Classic,3.62,0.165,Not satisfied with carbonation.,2,2
2021-03-17,Teens,DR Pepper Zero Sugar,2.45,0.105,Bought for family gathering.,2,3
2023-04-27,Young adults,DR Pepper Classic,3.93,0.173,"Loved the taste, will buy again.",1,1
2023-12-21,Seniors,Cherry DR Pepper,3.63,0.177,Perfect for parties.,1,1
2019-12-01,Young adults,Cherry DR Pepper,4.5,0.129,Too sweet for me.,1,1
2020-09-13,Middle-aged,Cherry DR Pepper,4.52,0.184,Packaging was damaged.,1,1
2019-08-08,Teens,DR Pepper Classic,4.28,0.108,Too sweet for me.,2,2
2023-11-23,Teens,DR Pepper Classic,3.7,0.119,Not satisfied with carbonation.,2,2
2018-10-19,Middle-aged,Cherry DR Pepper,3.23,0.21,Prefer sugar-free.,1,1
2024-03-29,Middle-aged,DR Pepper Classic,2.76,0.199,Too sweet for me.,1,1
2021-01-29,Teens,Cherry DR Pepper,4.0,0.117,Prefer sugar-free.,2,2
2024-04-25,Young adults,DR Pepper Zero Sugar,3.33,0.178,Packaging was damaged.,0,0
2021-08-08,Young adults,Cherry DR Pepper,3.83,0.169,Prefer sugar-free.,1,1
2018-04-22,Teens,Cherry DR Pepper,3.04,0.176,Great value for money.,2,2
2020-12-04,Seniors,DR Pepper Classic,3.1,0.108,Not satisfied with carbonation.,1,1
2022-02-15,Young adults,DR Pepper Classic,3.54,0.158,"Loved the taste, will buy again.",1,1
2024-03-22,Young adults,Diet DR Pepper,2.89,0.226,Too sweet for me.,3,1
2023-04-30,Teens,DR Pepper Classic,3.11,0.115,Prefer sugar-free.,2,2
2020-07-06,Teens,DR Pepper Classic,3.02,0.118,Bought for family gathering.,2,2
2019-07-15,Young adults,Diet DR Pepper,3.13,0.164,"Loved the taste, will buy again.",3,1
2022-07-03,Teens,Diet DR Pepper,3.1,0.188,Bought for family gathering.,3,2
2020-09-29,Middle-aged,DR Pepper Classic,3.09,0.212,Great value for money.,1,1
2020-06-05,Middle-aged,DR Pepper Classic,3.51,0.168,Too sweet for me.,1,1
2022-08-21,Teens,DR Pepper Classic,3.62,0.147,"Loved the taste, will buy again.",2,2
2021-06-16,Middle-aged,DR Pepper Classic,3.68,0.189,Perfect for parties.,1,1
2024-08-24,Middle-aged,DR Pepper Zero Sugar,2.52,0.213,Not satisfied with carbonation.,0,3
2019-04-02,Young adults,DR Pepper Classic,3.35,0.179,Prefer sugar-free.,1,1
2022-03-20,Seniors,DR Pepper Classic,3.51,0.176,Enjoyed with lunch.,1,1
2021-05-12,Teens,DR Pepper Classic,3.56,0.14,Prefer sugar-free.,2,2
2018-03-25,Young adults,DR Pepper Classic,2.83,0.22,"Loved the taste, will buy again.",1,1
2023-04-21,Young adults,Cherry DR Pepper,3.53,0.179,Enjoyed with lunch.,1,1
2024-08-03,Seniors,DR Pepper Zero Sugar,3.3,0.151,Okay but not my favorite.,0,3
2021-10-28,Young adults,Cherry DR Pepper,3.4,0.212,Enjoyed with lunch.,1,1
2022-05-17,Young adults,Cherry DR Pepper,3.88,0.198,Too sweet for me.,1,1
2018-02-27,Middle-aged,DR Pepper Classic,3.51,0.173,Okay but not my favorite.,1,1
2023-01-24,Seniors,DR Pepper Classic,3.27,0.052,Okay but not my favorite.,1,1
2019-03-13,Seniors,Diet DR Pepper,3.83,0.186,Enjoyed with lunch.,3,1
2020-10-10,Young adults,Cherry DR Pepper,3.55,0.167,Prefer sugar-free.,1,1
2022-11-09,Middle-aged,Cherry DR Pepper,3.59,0.201,Too sweet for me.,1,1
2023-11-04,Young adults,DR Pepper Zero Sugar,2.76,0.215,Too sweet for me.,0,0
2022-05-19,Middle-aged,DR Pepper Classic,4.24,0.171,Prefer sugar-free.,1,1
2020-09-06,Young adults,Cherry DR Pepper,4.4,0.146,Enjoyed with lunch.,1,1
2022-04-09,Middle-aged,Cherry DR Pepper,4.27,0.158,Packaging was damaged.,1,1
2018-09-21,Young adults,DR Pepper Zero Sugar,3.43,0.246,Perfect for parties.,0,0
2024-06-28,Middle-aged,DR Pepper Classic,3.06,0.236,Perfect for parties.,1,1
2018-01-11,Teens,DR Pepper Classic,3.28,0.17,Not satisfied with carbonation.,2,2
2023-04-05,Young adults,DR Pepper Zero Sugar,2.61,0.122,"Loved the taste, will buy again.",0,0
2018-09-20,Young adults,DR Pepper Classic,4.02,0.137,Not satisfied with carbonation.,1,1
2020-06-26,Young adults,DR Pepper Classic,4.67,0.201,Not satisfied with carbonation.,1,1
2023-01-29,Teens,DR Pepper Classic,3.84,0.162,Not satisfied with carbonation.,2,2
2019-03-30,Teens,DR Pepper Classic,4.34,0.142,Bought for family gathering.,2,2
2021-06-08,Seniors,Cherry DR Pepper,3.93,0.129,Packaging was damaged.,1,1
2024-05-16,Seniors,DR Pepper Classic,3.66,0.202,Perfect for parties.,1,1
2019-07-04,Teens,Cherry DR Pepper,3.41,0.204,Great value for money.,2,2
2018-07-18,Young adults,DR Pepper Classic,3.81,0.193,Bought for family gathering.,1,1
2022-12-07,Young adults,Cherry DR Pepper,4.16,0.157,Great value for money.,1,1
2023-02-23,Young adults,Cherry DR Pepper,4.23,0.226,Prefer sugar-free.,1,1
2018-10-13,Young adults,Cherry DR Pepper,3.75,0.185,Not satisfied with carbonation.,1,1
2021-02-25,Seniors,Cherry DR Pepper,3.8,0.219,Too sweet for me.,1,1
2021-05-15,Seniors,DR Pepper Classic,3.47,0.159,Great value for money.,1,1
2018-09-15,Teens,Diet DR Pepper,2.92,0.212,Perfect for parties.,3,2
2020-02-15,Middle-aged,DR Pepper Classic,3.94,0.187,Bought for family gathering.,1,1
2019-05-26,Teens,Diet DR Pepper,2.25,0.13,Packaging was damaged.,3,2
2019-07-14,Young adults,DR Pepper Classic,2.66,0.205,Too sweet for me.,1,1
2023-10-13,Middle-aged,DR Pepper Classic,3.23,0.198,Too sweet for me.,1,1
2019-12-02,Middle-aged,Cherry DR Pepper,3.06,0.212,Great value for money.,1,1
2018-05-21,Young adults,Cherry DR Pepper,4.24,0.149,Perfect for parties.,1,1
2020-09-04,Seniors,DR Pepper Classic,3.28,0.14,"Loved the taste, will buy again.",1,1
2023-04-25,Middle-aged,Cherry DR Pepper,4.14,0.189,Okay but not my favorite.,1,1
2020-01-10,Young adults,DR Pepper Classic,4.15,0.191,Okay but not my favorite.,1,1
2023-11-25,Young adults,DR Pepper Classic,3.53,0.157,Enjoyed with lunch.,1,1
2022-07-24,Middle-aged,Cherry DR Pepper,3.86,0.232,Enjoyed with lunch.,1,1
2023-02-19,Teens,DR Pepper Classic,4.11,0.147,Perfect for parties.,2,2
2018-08-01,Teens,DR Pepper Classic,4.0,0.201,Packaging was damaged.,2,2
